    -4.55     1.00    33.00   -41.90    60.58     3.00  1202.53     1.00      .11    18.72      .00     1.00
    -4.31     1.00    33.00   -50.97    60.32     4.00  1161.30     1.00      .10    18.64      .00     1.00
    -4.24     1.00    33.00   -68.96    31.65     5.00  1097.14     1.00      .08     9.78      .00     1.00
    -4.31     1.00    33.00    46.27    29.84    10.00  1250.42     1.00      .10     9.22      .00     1.00
    -5.32     1.00    33.00   -80.01    11.98    11.00  1206.57     1.00      .08     3.70      .00     1.00
    -5.59     1.00    33.00   -46.92     4.14    12.00  1019.64     1.00      .10     1.28      .00     1.00
    -4.10     1.00    33.00    61.83   -10.48    14.00  1280.51     1.00      .08    -3.24      .00     1.00
    -4.46     1.00    33.00   -66.03     5.50    21.00  1166.32     1.00      .08     1.70      .00     1.00
    -4.29     1.00    33.00   -46.11    26.89    22.00  1156.62     1.00      .10     8.31      .00     1.00
    -4.48     1.00    33.00   -48.94    43.98    26.00  1094.17     1.00      .10    13.59      .00     1.00
    -4.58     1.00    33.00   -46.93    27.35    29.00  1073.74     1.00      .10     8.45      .00     1.00
    -5.27     1.00    33.00   -58.88   -18.54    31.00  1209.45     1.00      .09    -5.73      .00     1.00
    -4.08     1.00    33.00    51.78    -1.55    35.00  1284.67     1.00      .09     -.48      .00     1.00
    -4.70     1.00    33.00    51.51   -61.03    36.00  1198.41     1.00      .10   -18.86      .00     1.00
    -4.15     1.00    33.00   -45.56   -13.14    38.00  1105.36     1.00      .11    -4.06      .00     1.00
    -4.32     1.00    33.00    54.28   -19.93    43.00  1250.57     1.00      .09    -6.16      .00     1.00
    -4.17     1.00    33.00    78.12   -18.96    48.00  1266.75     1.00      .08    -5.86      .00     1.00
    -4.35     1.00    33.00    55.49    48.87    50.00  1240.48     1.00      .09    15.10      .00     1.00
    -4.96     1.00    33.00   -60.31    33.72    60.00  1050.48     1.00      .09    10.42      .00     1.00
    -4.68     1.00    33.00   -64.85    30.52    61.00  1063.00     1.00      .08     9.43      .00     1.00
    -4.39     1.00    33.00    49.99    13.76    63.00  1333.15     1.00      .10     4.25      .00     1.00
    -4.25     1.00    33.00    44.96    24.86    64.00  1259.22     1.00      .11     7.68      .00     1.00
    -9.41     1.00    33.00   -76.11    22.07    67.00   856.07     1.00      .08     6.82      .00     1.00
    -4.95     1.00    33.00   -61.42    21.62    71.00  1046.20     1.00      .08     6.68      .00     1.00
    -4.23     1.00    33.00   -57.07   -21.16    78.00  1148.73     1.00      .09    -6.54      .00     1.00
    -5.06     1.00    33.00   -61.22    18.38    81.00  1200.51     1.00      .08     5.68      .00     1.00
    -4.33     1.00    33.00   -78.16   -12.68    82.00  1077.13     1.00      .08    -3.92      .00     1.00
    -4.34     1.00    33.00    75.39     -.26    85.00  1334.90     1.00      .08     -.08      .00     1.00
    -4.18     1.00    33.00    58.71   -33.52    86.00  1288.31     1.00      .09   -10.36      .00     1.00
    -4.96     1.00    33.00    53.13    40.58    92.00  1353.39     1.00      .09    12.54      .00     1.00
    -4.38     1.00    33.00    62.94    45.11    95.00  1314.49     1.00      .09    13.94      .00     1.00
    -7.44     1.00    33.00    47.74    -3.10    99.00  1121.57     1.00      .10     -.96      .00     1.00
    -4.28     1.00    33.00   -46.55    -4.24   101.00  1152.02     1.00      .10    -1.31      .00     1.00
    -4.34     1.00    33.00    55.63    58.15   103.00  1240.74     1.00      .10    17.97      .00     1.00
    -6.33     1.00    33.00   -56.21   -26.82   106.00   997.60     1.00      .09    -8.29      .00     1.00
    -7.18     1.00    33.00    54.78     8.38   107.00  1138.21     1.00      .09     2.59      .00     1.00
    -8.56     2.00    35.00    75.02   -33.07     1.00   996.49     1.00      .08   -10.22      .00     1.00
    -4.56     2.00    35.00    61.32    71.39    13.00  1273.54     1.00      .09    22.06      .00     1.00
    -5.92     2.00    35.00    86.81   -71.68    16.00  1438.65     1.00      .09   -22.15      .00     1.00
    -4.98     2.00    35.00    33.70   106.31    17.00  1321.29     1.00      .13    32.85      .00     1.00
    -5.17     2.00    35.00   -90.81   -25.79    19.00  1194.10     1.00      .08    -7.97      .00     1.00
    -4.64     2.00    35.00   -50.20    89.93    20.00  1175.67     1.00      .11    27.79      .00     1.00
    -4.52     2.00    35.00    69.72   -49.70    23.00  1271.89     1.00      .08   -15.36      .00     1.00
    -4.56     2.00    35.00   -66.87   -68.89    24.00  1148.06     1.00      .09   -21.29      .00     1.00
    -4.37     2.00    35.00    96.91   -25.98    27.00  1306.58     1.00      .08    -8.03      .00     1.00
    -5.04     2.00    35.00    54.23   -70.45    30.00  1179.50     1.00      .10   -21.77      .00     1.00
    -6.11     2.00    35.00   -89.31    61.46    33.00   959.09     1.00      .09    18.99      .00     1.00
    -4.88     2.00    35.00    87.53   -80.28    34.00  1363.07     1.00      .09   -24.81      .00     1.00
    -4.50     2.00    35.00   -75.81    55.47    39.00  1130.17     1.00      .08    17.14      .00     1.00
    -6.67     2.00    35.00   -77.87   -54.95    40.00  1303.23     1.00      .08   -16.98      .00     1.00
    -4.67     2.00    35.00   -46.46   -78.34    41.00  1183.54     1.00      .11   -24.21      .00     1.00
    -4.64     2.00    35.00    40.90   113.04    44.00  1240.77     1.00      .12    34.93      .00     1.00
    -5.07     2.00    35.00  -113.35   -42.78    45.00  1008.82     1.00      .09   -13.22      .00     1.00
    -5.32     2.00    35.00    46.72    97.67    46.00  1370.38     1.00      .11    30.18      .00     1.00
    -5.40     2.00    35.00    67.91    72.68    47.00  1400.58     1.00      .09    22.46      .00     1.00
    -4.62     2.00    35.00  -101.86   -17.70    49.00  1148.95     1.00      .08    -5.47      .00     1.00
    -5.05     2.00    35.00   102.55   -27.89    51.00  1402.47     1.00      .08    -8.62      .00     1.00
    -5.12     2.00    35.00   -66.47   -53.23    55.00  1020.25     1.00      .09   -16.45      .00     1.00
    -4.68     2.00    35.00    70.87    50.06    56.00  1350.90     1.00      .08    15.47      .00     1.00
    -5.69     2.00    35.00    30.00  -116.27    57.00  1380.85     1.00      .13   -35.93      .00     1.00
    -6.59     2.00    35.00    74.11    77.12    62.00  1087.27     1.00      .09    23.83      .00     1.00
    -4.94     2.00    35.00   -40.42  -100.80    66.00  1085.50     1.00      .12   -31.15      .00     1.00
    -5.57     2.00    35.00   -88.60   -29.32    69.00  1219.82     1.00      .08    -9.06      .00     1.00
    -4.68     2.00    35.00   -44.71   -94.52    70.00  1190.13     1.00      .12   -29.21      .00     1.00
    -5.10     2.00    35.00   -41.95   -70.96    72.00  1247.33     1.00      .11   -21.93      .00     1.00
    -5.46     2.00    35.00   -79.10   -41.03    73.00  1224.14     1.00      .08   -12.68      .00     1.00
    -4.59     2.00    35.00    68.54    65.63    74.00  1253.89     1.00      .09    20.28      .00     1.00
    -4.52     2.00    35.00   114.06   -17.76    76.00  1359.45     1.00      .08    -5.49      .00     1.00
    -4.38     2.00    35.00   120.68   -13.69    77.00  1297.23     1.00      .09    -4.23      .00     1.00
    -4.48     2.00    35.00    90.99    59.58    89.00  1281.15     1.00      .08    18.41      .00     1.00
    -4.45     2.00    35.00   -82.40    43.27    90.00  1087.10     1.00      .08    13.37      .00     1.00
    -4.70     2.00    35.00   -43.52   111.81   104.00  1201.62     1.00      .12    34.55      .00     1.00
    -4.59     2.00    35.00   -74.01   -71.06   108.00  1092.73     1.00      .09   -21.96      .00     1.00
    -4.62     3.00    35.00   -28.12   194.33     2.00  1159.24     1.00      .19    60.05      .00     1.00
    -4.54     3.00    35.00   -23.63   176.98     6.00  1165.18     1.00      .17    54.69      .00     1.00
    -4.58     3.00    35.00  -105.56  -155.46     7.00  1168.08     1.00      .15   -48.04      .00     1.00
    -5.55     3.00    35.00    23.22  -142.45     8.00  1350.99     1.00      .15   -44.02      .00     1.00
    -5.43     3.00    35.00     7.19   184.17     9.00  1320.78     1.00      .18    56.91      .00     1.00
    -5.19     3.00    35.00   -52.13   203.13    15.00  1078.71     1.00      .20    62.77      .00     1.00
    -4.29     3.00    35.00   -37.23  -119.05    18.00  1193.42     1.00      .13   -36.79      .00     1.00
    -4.47     3.00    35.00   104.94   -67.05    25.00  1309.46     1.00      .09   -20.72      .00     1.00
    -6.06     3.00    35.00    62.26  -136.01    28.00  1120.41     1.00      .13   -42.03      .00     1.00
    -4.76     3.00    35.00   -51.64  -113.71    32.00  1090.35     1.00      .12   -35.14      .00     1.00
    -4.98     3.00    35.00   -64.97   107.44    37.00  1044.65     1.00      .11    33.20      .00     1.00
    -4.54     3.00    35.00   121.35  -127.24    42.00  1322.16     1.00      .14   -39.32      .00     1.00
    -4.60     3.00    35.00      .34  -163.03    52.00  1244.25     1.00      .16   -50.38      .00     1.00
    -4.18     3.00    35.00    -4.20   169.02    53.00  1215.22     1.00      .17    52.23      .00     1.00
    -5.35     3.00    35.00  -107.41    64.11    54.00  1219.02     1.00      .09    19.81      .00     1.00
    -5.04     3.00    35.00   143.84   -85.46    58.00  1249.80     1.00      .13   -26.41      .00     1.00
    -4.38     3.00    35.00   171.48    34.85    59.00  1347.35     1.00      .16    10.77      .00     1.00
    -5.65     3.00    35.00   -47.73   121.74    65.00  1276.09     1.00      .12    37.62      .00     1.00
    -4.44     3.00    35.00   105.78   146.60    68.00  1214.18     1.00      .14    45.30      .00     1.00
    -4.08     3.00    35.00    12.54  -208.72    75.00  1211.62     1.00      .21   -64.50      .00     1.00
    -4.59     3.00    35.00    72.19   106.53    79.00  1261.49     1.00      .11    32.92      .00     1.00
    -5.73     3.00    35.00  -146.61    12.88    80.00   937.07     1.00      .11     3.98      .00     1.00
    -6.71     3.00    35.00   -11.83   169.22    83.00  1009.58     1.00      .17    52.29      .00     1.00
    -5.34     3.00    35.00   -71.81   131.48    84.00  1249.43     1.00      .12    40.63      .00     1.00
    -4.94     3.00    35.00   -10.93   223.39    87.00  1139.83     1.00      .23    69.03      .00     1.00
    -5.19     3.00    35.00    47.09   172.48    88.00  1337.49     1.00      .16    53.30      .00     1.00
    -5.62     3.00    35.00   -31.51  -267.46    91.00  1297.04     1.00      .31   -82.65      .00     1.00
    -4.42     3.00    35.00  -139.32    72.39    93.00  1076.98     1.00      .12    22.37      .00     1.00
    -5.08     3.00    35.00   220.40    16.89    94.00  1431.06     1.00      .29     5.22      .00     1.00
    -4.93     3.00    35.00    20.01  -161.12    96.00  1288.25     1.00      .16   -49.79      .00     1.00
    -5.55     3.00    35.00    54.43  -134.39    97.00  1384.95     1.00      .13   -41.53      .00     1.00
    -4.81     3.00    35.00    50.66   114.79    98.00  1324.56     1.00      .12    35.47      .00     1.00
    -4.88     3.00    35.00   129.55    96.76   100.00  1231.68     1.00      .12    29.90      .00     1.00
    -4.24     3.00    35.00   -51.98  -161.48   102.00  1197.54     1.00      .15   -49.90      .00     1.00
    -4.08     3.00    35.00     7.02   218.50   105.00  1196.00     1.00      .22    67.52      .00     1.00
    -4.37     3.00    35.00    39.28  -124.88   109.00  1228.45     1.00      .13   -38.59      .00     1.00
    -4.04     1.00    34.00   -41.90    60.58     3.00  1202.53     2.00      .11    18.72      .00     1.00
    -4.29     1.00    34.00   -50.97    60.32     4.00  1161.30     2.00      .10    18.64      .00     1.00
    -4.15     1.00    34.00   -68.96    31.65     5.00  1097.14     2.00      .08     9.78      .00     1.00
    -4.51     1.00    34.00    46.27    29.84    10.00  1250.42     2.00      .10     9.22      .00     1.00
    -4.53     1.00    34.00   -80.01    11.98    11.00  1206.57     2.00      .08     3.70      .00     1.00
    -5.57     1.00    34.00   -46.92     4.14    12.00  1019.64     2.00      .10     1.28      .00     1.00
    -4.23     1.00    34.00    61.83   -10.48    14.00  1280.51     2.00      .08    -3.24      .00     1.00
    -4.67     1.00    34.00   -66.03     5.50    21.00  1166.32     2.00      .08     1.70      .00     1.00
    -4.33     1.00    34.00   -46.11    26.89    22.00  1156.62     2.00      .10     8.31      .00     1.00
    -4.43     1.00    34.00   -48.94    43.98    26.00  1094.17     2.00      .10    13.59      .00     1.00
    -4.51     1.00    34.00   -46.93    27.35    29.00  1073.74     2.00      .10     8.45      .00     1.00
    -4.29     1.00    34.00   -58.88   -18.54    31.00  1209.45     2.00      .09    -5.73      .00     1.00
    -4.20     1.00    34.00    51.78    -1.55    35.00  1284.67     2.00      .09     -.48      .00     1.00
    -4.64     1.00    34.00    51.51   -61.03    36.00  1198.41     2.00      .10   -18.86      .00     1.00
    -4.08     1.00    34.00   -45.56   -13.14    38.00  1105.36     2.00      .11    -4.06      .00     1.00
    -4.67     1.00    34.00    54.28   -19.93    43.00  1250.57     2.00      .09    -6.16      .00     1.00
    -4.41     1.00    34.00    78.12   -18.96    48.00  1266.75     2.00      .08    -5.86      .00     1.00
