    -4.75     1.00    29.00    63.83    12.33    20.00   652.20     1.00      .64     3.81      .00     1.00
    -4.69     1.00    29.00   -61.97    -4.72    23.00   647.68     1.00      .65    -1.46      .00     1.00
    -5.64     1.00    29.00   -47.95    33.46    28.00   769.91     1.00      .64    10.34      .00     1.00
    -5.10     1.00    29.00   -54.09    39.94    32.00   534.68     1.00      .62    12.34      .00     1.00
    -4.99     1.00    29.00   -54.82    -4.82    40.00   538.87     1.00      .66    -1.49      .00     1.00
    -5.18     1.00    29.00    44.32   -27.99    56.00   592.54     1.00      .65    -8.65      .00     1.00
    -4.58     1.00    29.00    45.88     7.06    88.00   686.23     1.00      .68     2.18      .00     1.00
    -4.54     1.00    29.00    52.35     4.44    91.00   712.29     1.00      .66     1.37      .00     1.00
    -4.52     1.00    29.00    61.55     6.12    94.00   709.90     1.00      .65     1.89      .00     1.00
    -4.89     1.00    29.00    50.18    -8.12   118.00   762.17     1.00      .67    -2.51      .00     1.00
    -7.89     1.00    29.00   -61.79    14.73   127.00   355.63     1.00      .64     4.55      .00     1.00
    -4.92     1.00    29.00   -56.51     5.76   128.00   675.77     1.00      .65     1.78      .00     1.00
    -5.20     1.00    29.00   -48.55    26.12   136.00   716.48     1.00      .65     8.07      .00     1.00
    -4.78     1.00    29.00   -45.40   -43.39   139.00   675.61     1.00      .62   -13.41      .00     1.00
    -4.61     1.00    29.00   -67.91      .91   148.00   637.20     1.00      .64      .28      .00     1.00
    -6.69     1.00    29.00   -63.20   -25.95   157.00   871.83     1.00      .63    -8.02      .00     1.00
    -5.11     1.00    29.00    49.21   -44.36   179.00   595.92     1.00      .62   -13.71      .00     1.00
    -5.12     1.00    29.00   -44.62    34.53   200.00   534.22     1.00      .64    10.67      .00     1.00
    -7.08     1.00    29.00    45.45    18.32   201.00   405.30     1.00      .67     5.66      .00     1.00
    -4.92     1.00    29.00    46.00    38.16   202.00   757.03     1.00      .63    11.79      .00     1.00
    -4.54     1.00    29.00    63.44     7.83   241.00   690.87     1.00      .64     2.42      .00     1.00
    -4.83     1.00    29.00    45.03    -4.69   247.00   756.11     1.00      .68    -1.45      .00     1.00
    -5.93     1.00    29.00    64.03   -15.98   268.00   830.40     1.00      .64    -4.94      .00     1.00
    -4.92     1.00    29.00    53.59     6.93   270.00   634.40     1.00      .66     2.14      .00     1.00
    -5.80     1.00    29.00    47.08   -14.40   271.00   823.16     1.00      .67    -4.45      .00     1.00
    -4.59     1.00    29.00    49.60    -7.12   273.00   725.11     1.00      .67    -2.20      .00     1.00
    -4.59     1.00    29.00   -47.88    -9.61   301.00   586.64     1.00      .67    -2.97      .00     1.00
    -4.71     1.00    29.00    53.74    21.39   322.00   656.26     1.00      .65     6.61      .00     1.00
    -4.54     1.00    29.00    53.78    11.65   386.00   699.38     1.00      .66     3.60      .00     1.00
    -5.06     1.00    29.00   -51.32    32.46   388.00   537.50     1.00      .64    10.03      .00     1.00
    -5.69     2.00    30.00    42.58    71.52    17.00   555.40     1.00      .58    22.10      .00     1.00
    -5.29     2.00    30.00    77.11     6.25    25.00   578.99     1.00      .63     1.93      .00     1.00
    -5.09     2.00    30.00   -73.68    -4.30    37.00   711.88     1.00      .64    -1.33      .00     1.00
    -4.50     2.00    30.00   -79.02    15.24    42.00   609.83     1.00      .63     4.71      .00     1.00
    -4.86     2.00    30.00   -58.67    45.86    55.00   676.38     1.00      .61    14.17      .00     1.00
    -4.13     2.00    30.00   -70.24   -23.62    57.00   571.08     1.00      .63    -7.30      .00     1.00
    -7.35     2.00    30.00   -44.43    61.97    74.00   831.67     1.00      .59    19.15      .00     1.00
    -5.39     2.00    30.00    76.14    -6.02    79.00   570.53     1.00      .63    -1.86      .00     1.00
    -4.80     2.00    30.00   -78.43    -7.96    85.00   646.68     1.00      .63    -2.46      .00     1.00
    -4.13     2.00    30.00   -54.92   -55.76    98.00   608.00     1.00      .60   -17.23      .00     1.00
    -5.02     2.00    30.00    70.84   -36.60   108.00   609.55     1.00      .62   -11.31      .00     1.00
    -4.81     2.00    30.00    51.26    63.82   115.00   758.89     1.00      .59    19.72      .00     1.00
    -4.12     2.00    30.00   -73.59    -4.11   120.00   571.96     1.00      .64    -1.27      .00     1.00
    -5.07     2.00    30.00    82.84     6.12   138.00   600.80     1.00      .63     1.89      .00     1.00
    -5.21     2.00    30.00    55.19   -43.10   141.00   588.04     1.00      .62   -13.32      .00     1.00
    -4.81     2.00    30.00   -62.72    51.78   163.00   670.13     1.00      .61    16.00      .00     1.00
    -4.12     2.00    30.00   -65.29   -45.98   165.00   590.16     1.00      .61   -14.21      .00     1.00
    -6.02     2.00    30.00   -79.50      .81   166.00   778.11     1.00      .63      .25      .00     1.00
