    -4.33     1.00    29.00   -46.47   -64.27    13.00   641.13     1.00      .59   -19.86      .00     1.00
    -4.51     1.00    29.00   -44.68   -40.45    22.00   655.10     1.00      .63   -12.50      .00     1.00
    -4.59     1.00    29.00   -56.64    -3.20    27.00   652.22     1.00      .66     -.99      .00     1.00
    -4.37     1.00    29.00   -48.10    54.04    28.00   607.73     1.00      .61    16.70      .00     1.00
    -4.57     1.00    29.00    79.87   -43.88    33.00   798.29     1.00      .62   -13.56      .00     1.00
    -4.91     1.00    29.00    97.44    17.93    56.00   749.32     1.00      .63     5.54      .00     1.00
    -4.58     1.00    29.00   -57.01    31.55    59.00   658.15     1.00      .63     9.75      .00     1.00
    -4.81     1.00    29.00    68.25    31.78    78.00   629.49     1.00      .63     9.82      .00     1.00
    -5.63     1.00    29.00   -62.15    79.45    81.00   515.42     1.00      .58    24.55      .00     1.00
    -4.68     1.00    29.00    70.66     9.74    83.00   824.38     1.00      .64     3.01      .00     1.00
    -4.64     1.00    29.00    57.65    59.71    84.00   652.53     1.00      .60    18.45      .00     1.00
    -4.70     1.00    29.00    48.63   -13.59    89.00   814.43     1.00      .66    -4.20      .00     1.00
    -4.69     1.00    29.00    51.30     7.09    93.00   819.35     1.00      .66     2.19      .00     1.00
    -4.78     1.00    29.00   -77.22   -31.91    97.00   599.11     1.00      .62    -9.86      .00     1.00
    -4.81     1.00    29.00   -71.26    24.98   100.00   594.58     1.00      .63     7.72      .00     1.00
    -4.47     1.00    29.00   -60.76    50.68   102.00   579.87     1.00      .61    15.66      .00     1.00
    -4.69     1.00    29.00    74.85    26.99   109.00   766.29     1.00      .63     8.34      .00     1.00
    -4.69     1.00    29.00   -87.37    19.06   110.00   564.87     1.00      .63     5.89      .00     1.00
    -7.03     1.00    29.00   -64.61    79.87   114.00   477.67     1.00      .58    24.68      .00     1.00
    -4.71     1.00    29.00    89.14   -29.03   126.00   706.27     1.00      .63    -8.97      .00     1.00
    -5.14     1.00    29.00   -82.01    40.78   130.00   502.61     1.00      .62    12.60      .00     1.00
    -4.86     1.00    29.00   -78.40     3.21   138.00   616.66     1.00      .63      .99      .00     1.00
    -4.45     1.00    29.00    64.70    55.63   143.00   756.47     1.00      .60    17.19      .00     1.00
    -4.59     1.00    29.00   -67.05   -21.65   147.00   661.55     1.00      .63    -6.69      .00     1.00
    -4.42     1.00    29.00    54.13    57.18   148.00   757.68     1.00      .60    17.67      .00     1.00
    -4.61     1.00    29.00    66.92   -31.03   152.00   804.29     1.00      .63    -9.59      .00     1.00
    -5.30     1.00    29.00   -41.38    78.12   154.00   541.84     1.00      .57    24.14      .00     1.00
    -4.78     1.00    29.00    72.40   -29.96   158.00   632.69     1.00      .63    -9.26      .00     1.00
    -4.94     1.00    29.00    49.24   -43.23   166.00   809.73     1.00      .62   -13.36      .00     1.00
    -4.23     1.00    29.00    43.27   -90.61   171.00   726.75     1.00      .56   -28.00      .00     1.00
    -5.70     2.00    30.00  -118.39    34.08     1.00   776.51     1.00      .64    10.53      .00     1.00
    -5.75     2.00    30.00   -47.68   -92.42    14.00   759.98     1.00      .56   -28.56      .00     1.00
    -6.97     2.00    30.00   -68.81   -91.68    16.00   419.90     1.00      .58   -28.33      .00     1.00
    -5.60     2.00    30.00    36.54   -97.99    23.00   645.47     1.00      .55   -30.28      .00     1.00
    -7.23     2.00    30.00   -49.04   117.86    30.00   401.06     1.00      .56    36.42      .00     1.00
    -3.42     2.00    30.00   -89.16    74.95    39.00   569.01     1.00      .60    23.16      .00     1.00
    -5.69     2.00    30.00  -106.13   -17.83    40.00   568.29     1.00      .64    -5.51      .00     1.00
    -6.00     2.00    30.00    46.35  -126.01    42.00   805.58     1.00      .56   -38.94      .00     1.00
    -3.10     2.00    30.00   124.70   -42.26    51.00   809.94     1.00      .65   -13.06      .00     1.00
    -2.86     2.00    30.00    10.57   144.20    60.00   680.68     1.00      .54    44.56      .00     1.00
